prompt,label,classname
"A small, handle-equipped tea cup specifically designed for drinking tea.",968,tea cup
"A rich, creamy, dairy-based eggnog traditionally made with milk, cream, sugar, and eggs, often spiked with alcohol and served during the winter holidays.",969,eggnog
"A large, natural mountain of the Earth's surface, often characterized by steep slopes and a peak.",970,mountain
"A thin, spherical bubble of liquid enclosing air or gas, often formed by soap or other substances.",971,bubble
"A steep, high cliff face, often found along coastlines or formed by the erosive action of water or wind.",972,cliff
"An underwater coral reef formed by colonies of coral polyps, providing a habitat for a diverse range of marine life.",973,coral reef
"A natural hot geyser that periodically erupts, shooting water and steam into the air.",974,geyser
The lakeshore along the edge of a lake.,975,lakeshore
A high promontory of land or rock projecting into a body of water or overlooking a lowland area.,976,promontory
"A long, narrow sandbar of sand or sediment in a body of water, often visible at low tide or just beneath the water's surface.",977,sandbar
"A gently sloping shoreline beach composed of sand, pebbles, or other loose material, typically located along the edge of a body of water.",978,beach
"A low valley of land between hills or mountains, often with a river or stream flowing through it.",979,valley
"A volcano or hill with a crater or vent through which molten rock, ash, and gas are or have been expelled from the Earth's interior.",980,volcano
"An baseball player who participates in the sport of baseball, either professionally or recreationally.",981,baseball player
A bridegroom on his wedding day or just before and after the event.,982,bridegroom
A scuba diver who engages in underwater diving using a self-contained underwater breathing apparatus (SCUBA) to explore and interact with the underwater environment.,983,scuba diver
"A bright yellow rapeseed plant in the mustard family, grown for its seeds, which yield canola oil and animal feed.",984,rapeseed
"A common, simple daisy with a central disk of tiny florets surrounded by white or colored petals, often found in lawns and meadows.",985,daisy
"A yellow lady's slipper of orchid with a pouch-like lip (or slipper) and yellow petals, native to North America and Europe.",986,yellow lady's slipper
"A tall corn plant with large seeds (kernels) set in rows on a cob, cultivated for food and livestock feed.",987,corn
"The acorn of the oak tree, consisting of a smooth, oval nut in a rough, cup-like base, typically eaten by wildlife and sometimes used in cooking.",988,acorn
"The rose hip of the rose plant, typically red or orange, and a good source of vitamin C, often used in teas, jams, and medicinal preparations.",989,rose hip
"The large, shiny brown horse chestnut seed of the horse chestnut tree, often used in decorative arrangements or for traditional children's games.",990,horse chestnut seed
"A coral fungus of fungus with branching, coral-like structures, found in various colors and growing in woodlands.",991,coral fungus
"A agaric of mushroom with a cap, gills, and a stalk, commonly found in woodlands and meadows.",992,agaric
"A gyromitra of fungi with irregularly shaped, brain-like caps and a stalk, some species of which are toxic.",993,gyromitra
"A stinkhorn mushroom of fungus with a distinctive, foul odor, often attracting insects to help disperse its spores.",994,stinkhorn mushroom
"A earth star fungus of fungus with a central spore sac and radiating, star-like arms that push the fruiting body above ground.",995,earth star fungus
"A large, edible hen of the woods mushroom with a cluster of overlapping, fan-shaped caps, typically found at the base of oak trees.",996,hen of the woods mushroom
"A bolete of mushroom with a fleshy cap and a spongy underside composed of pores instead of gills, found in woodlands.",997,bolete
"The central corn cob of an ear of corn, from which the kernels grow and are attached.",998,corn cob
"A soft, absorbent toilet paper product designed for personal hygiene, typically used to clean oneself after using the toilet.",999,toilet paper
